# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 3 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-52194
# Timestamp: Mon, 30-Aug-2021 13:20:31
Gene ID	Gene Name	'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal' .foldChange	'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal'.pValue	'non-triple-negative breast cancer; breast carcinoma' vs 'normal' .foldChange	'non-triple-negative breast cancer; breast carcinoma' vs 'normal'.pValue	'triple-negative breast cancer; breast carcinoma' vs 'normal' .foldChange	'triple-negative breast cancer; breast carcinoma' vs 'normal'.pValue
ENSG00000225673	AC104164.1			1.7	0.277405030727648		
ENSG00000225674	IPO7P2	1.1	0.454894915503337	1.1	0.30102662677432	1.6	0.168648328437664
ENSG00000225675	LINC01771			1.5	0.396253652373589		
ENSG00000225676	AC002378.1			-0.1	0.94662126882852	0.6	0.726180876187438
ENSG00000225683	PACRG-AS3			2.0	0.0659745189987795	3.2	0.00612500197741217
ENSG00000225684	FAM225B	-0.1	0.953777604960803	1.6	0.126318700484931	1.9	0.0426853489671087
ENSG00000225690	TREML5P			2.4	0.143871413993491	3.2	0.0715187012129203
ENSG00000225693	LAGE3P1	1.2	0.458668181251811	0.9	0.475084184625148	0.1	0.970044744833343
ENSG00000225695	HNRNPA1P35			1.1	0.465234448887385	1.7	0.301249283232812
ENSG00000225697	SLC26A6	0.4	0.475112116557046	0.6	0.34806716259336	0.4	0.353556506783759
ENSG00000225698	IGHV3-72	0.6	0.495986594504298	-1.8	0.0216694882006435	-0.8	0.315912053814494
ENSG00000225706	PTPRD-AS1	-2.5	0.117736870130356	-1.4	0.189782925321881	0.4	0.699257056530292
ENSG00000225708	AL354984.2			3.4	0.0314120331479581	4.0	0.0198944064824263
ENSG00000225711	AL512326.3	4.6	9.29273624830409E-4	3.2	0.0292731888234588	2.9	0.0654353562744645
ENSG00000225712	ATP5MC2P1	-2.2	0.23114883610488	-0.5	0.662385450680558	-0.3	0.846244013811787
ENSG00000225713	RPL30P1					2.7	0.143855897544282
ENSG00000225715	AL512504.1	4.2	0.00511040568209366	2.0	0.208230368892781		
ENSG00000225718	AC092100.1					4.6	0.00400912174237474
ENSG00000225720	AL031846.1			2.7	0.0740166876342003	4.0	0.00612500197741217
ENSG00000225721	AL592166.1	2.8	0.155135999787356	2.6	0.110684361696366	3.2	0.0575118314527539
ENSG00000225724	ASH2LP3			-1.7	0.272732723654757	1.4	0.291046793373369
ENSG00000225726	AC007000.3	3.7	0.0133814714893428	2.4	0.116367844450933		
ENSG00000225727	AL139184.1	4.9	3.1558040143318E-4	3.9	0.00225281539151939	3.8	0.00899178737856683
ENSG00000225730	ADGRF5-AS1	2.9	0.0877831555731507	2.2	0.160853761038073	2.4	0.152353744142653
ENSG00000225731	AP001627.1	1.4	0.31108593927288	0.4	0.672385500896035	1.2	0.24566066590184
ENSG00000225733	FGD5-AS1	0.2	0.549213119815432	0.7	0.125237506421825	0.6	0.102489339872681
ENSG00000225735	NEK4P1					4.0	0.0202979196528595
ENSG00000225738	NRG3-AS1					3.6	0.0371145188850202
ENSG00000225742	LINC02036			1.5	0.212551133464626	1.7	0.185464884296299
ENSG00000225746	MEG8			1.1	0.188648669008935	1.4	0.116000452786964
ENSG00000225750	AL357500.1			2.6	0.1305806102171		
ENSG00000225751	AC087501.1	3.4	0.0133898165820697	2.1	0.136885231836908	1.6	0.316805022102669
ENSG00000225752	AL023581.1	3.5	0.043778750244414	3.2	0.0293486892659072	3.0	0.109159634958749
ENSG00000225755	AL451063.1	3.3	0.080434034150087	2.9	0.0806359660677573		
ENSG00000225756	DBH-AS1	-1.9	0.121739401270471	-0.8	0.209597124517833	-0.2	0.802870976752832
ENSG00000225759	LINC00489					3.1	0.0857007543286287
ENSG00000225760	LINC00431					3.0	0.0611940355983552
ENSG00000225761	AL596247.1	0.4	0.822450854538205	-0.5	0.730626437592265	1.1	0.45571264659267
ENSG00000225762	LINC01389	1.5	0.129780182275927	1.4	0.216392783151055	0.2	0.892794565655503
ENSG00000225764	P3H2-AS1			-0.9	0.475915965483095	-0.4	0.803419181763853
ENSG00000225766	DHRS4L1			1.5	0.167392692945755	1.9	0.16263353356767
ENSG00000225767	FAF1-AS1	6.3	2.24519126523402E-6	4.1	0.00268354125683464	3.9	0.01844093612913
ENSG00000225768	LINC02620			4.3	0.00151647131952419	3.4	0.0481391446023803
ENSG00000225769	CROCCP1			2.5	0.137783720576069	3.5	0.034699389944765
ENSG00000225774	SIRPAP1			1.7	0.284428768993604	3.5	0.0155906058184777
ENSG00000225777	DDX39AP1					2.9	0.124643602814816
ENSG00000225778	PROSER2-AS1	0.2	0.838630322680658	0.6	0.351626858300135	1.7	0.00275967372927405
ENSG00000225781	OR6V1			2.1	0.228381750846899	3.9	0.0202436451740754
ENSG00000225783	MIAT	4.7	1.73146371250422E-10	3.3	1.50309848781821E-9	3.9	7.75017714409361E-16
ENSG00000225785	AL109610.1	1.9	0.374592778814609				
ENSG00000225790	AC007953.1			2.8	0.0673917849471819		
ENSG00000225791	TRAM2-AS1	-0.3	0.734142455598257				
ENSG00000225792	AC004540.2	0.5	0.769613314072947			0.1	0.970234139031978
ENSG00000225793	AL080250.1	0.3	0.812066900722034	0.7	0.406688188097468	0.4	0.64155422997934
ENSG00000225794	AC073321.1					3.0	0.109100723365679
ENSG00000225795	AC006463.1	2.4	0.152315865288324				
ENSG00000225796	MTND4P23	4.4	0.00218508713922897	2.1	0.183559580011603	3.5	0.0196855167847462
ENSG00000225798	AC025918.1	2.4	0.141302671242918	1.2	0.429600072500332		
ENSG00000225801	RABEPKP1					2.5	0.211474235210183
ENSG00000225802	WARS1P1			2.4	0.131904696218647		
ENSG00000225803	MRPS11P1					2.8	0.124665111373926
ENSG00000225805	DEFB131B			1.0	0.472757782447886		
ENSG00000225806	AL121917.1	3.0	0.00579203746008088	1.0	0.309572644529274	1.2	0.245691775559146
ENSG00000225807	AC069281.1			-0.8	0.656173883198569	0.7	0.592396087093716
ENSG00000225808	DNAJC19P5	-0.7	0.454035847092741	-1.6	0.0321491307313616	-1.2	0.11739836332918
ENSG00000225811	AL354771.1	3.7	0.0481869499516673				
ENSG00000225813	AC009299.1			3.5	0.0232599608883538	4.1	0.0136032159263064
ENSG00000225815	AC092669.1					4.2	0.0155740599790237
ENSG00000225818	AC118653.1					2.9	0.116435673230052
ENSG00000225822	UBXN7-AS1	2.4	0.168800371151786				
ENSG00000225826	LINC00626					3.1	0.0858625886871228
ENSG00000225827	SFTPA3P			2.3	0.168541293483126	2.8	0.114285458467904
ENSG00000225828	FAM229A	-2.2	9.75168906772344E-4	-1.6	0.00195379488895898	-1.5	0.0091604345626398
ENSG00000225830	ERCC6	2.4	2.41126285569052E-7	1.6	4.8061648855218E-7	1.9	4.13904017910607E-7
ENSG00000225832	AL035090.1	4.0	0.0178670683762571	2.4	0.14404498687308	3.7	0.0274030489518917
ENSG00000225833	AC097625.1					1.4	0.343511218389673
ENSG00000225840	AC010970.1	6.2	2.40957566779873E-6	3.7	0.0123731352412173	3.6	0.0255327213021464
ENSG00000225843	NIPA2P1			1.5	0.395791740069594		
ENSG00000225849	MKRN7P	0.2	0.931653536002827	1.6	0.207532705044143	1.0	0.410675976130889
ENSG00000225850	AL355490.2	-1.7	0.343701442016262	-0.8	0.500367836785216	-1.2	0.421781769540368
ENSG00000225855	RUSC1-AS1	0.4	0.554881678600673	-0.1	0.914286667710079	0.2	0.805593048130097
ENSG00000225856	PCNPP2					2.7	0.144863508277228
ENSG00000225857	LINC02816	-2.1	0.219552202201286	0.7	0.502707594308655	1.3	0.234863164957477
ENSG00000225864	AL645939.2			1.2	0.40975003661003		
ENSG00000225867	AL022315.1					3.0	0.0962172000615511
ENSG00000225868	AC016582.1	0.6	0.73169855965382	0.8	0.463577543275299	2.0	0.0132319944644899
ENSG00000225869	AC008696.1			2.6	0.110343469444703	3.7	0.0248170428131588
ENSG00000225870	LINC00368			2.6	0.124229551814208	2.6	0.18883273627372
ENSG00000225871	AC245100.2	5.0	2.81496743788902E-8	3.5	5.22578038480741E-4	3.0	0.00250393235122319
ENSG00000225872	LINC01529	0.2	0.938854718322455	2.0	0.0487753033500668	3.0	0.00218089532062008
ENSG00000225873	C3orf86	-1.9	0.231094446764387	-2.2	0.0471426167290346	-0.6	0.645370930179852
ENSG00000225877	PSG8-AS1			1.9	0.0988372594073316	3.0	0.0216942697869246
ENSG00000225879	AL513210.1			3.5	0.0177994789506605	3.4	0.0488545313483684
ENSG00000225880	LINC00115	-0.7	0.659696659617602	-0.5	0.66752390633267	-0.1	0.959743515351089
ENSG00000225881	AC009365.3			1.8	0.334970863872113	3.0	0.10343874783792
ENSG00000225882	LINC01456	5.2	9.96521224492112E-4			3.7	0.0404528662318718
ENSG00000225884	AC098872.1					1.7	0.341280902190806
ENSG00000225885	AC023590.1	7.6	6.04787633885572E-8	6.7	5.68569226648927E-8	6.4	1.68684958432878E-6
ENSG00000225886	AL445490.1	3.0	0.0934747463604025	4.5	2.93278822792658E-4	4.3	0.00232807123421443
ENSG00000225889	AC012368.1	-1.2	0.0460277643298653	-2.8	8.15081361107247E-9	-2.3	8.38187940540863E-5
ENSG00000225891	DHDDS-AS1	2.2	0.0869428429854497	2.6	0.010214682568531	1.8	0.170694364012743
ENSG00000225893	AL136231.1			1.6	0.281426942680663		
ENSG00000225898	AC002075.1	3.8	0.0203449826506982			2.8	0.0937098926540801
ENSG00000225900	HSPE1P13	4.9	0.00126124708787244	2.8	0.0745215680463842	3.1	0.0786869019453063
ENSG00000225903	AL035404.2			1.1	0.484483150781844		
ENSG00000225905	AL391244.1			-0.9	0.565449896334366	-0.5	0.813490769209893
ENSG00000225907	RPS27P16	3.9	0.0226903569749258				
ENSG00000225911	AC009310.1					3.1	0.0847431020294565
ENSG00000225913	AL138767.3			2.4	0.168242033581645	3.3	0.0462025346876891
ENSG00000225914	TSBP1-AS1	0.5	0.65402457050246	0.4	0.615463329312607	1.6	0.0616618591163003
ENSG00000225916	AC007879.2					2.1	0.214323672133224
ENSG00000225918	RPL7P59					3.0	0.104727856603163
ENSG00000225919	LINC01745	2.4	0.265553148597985				
ENSG00000225920	RIMKLBP2	6.1	5.16841783911088E-6	4.9	6.56693796933232E-5	4.5	7.32985110325681E-4
ENSG00000225921	NOL7	-0.5	0.232599854479358	-0.6	0.124232474168525	-0.6	0.0748458557949273
ENSG00000225928	CACYBPP1	4.7	5.08144767237784E-4	3.4	0.0181577115380721	3.4	0.0323112957139794
ENSG00000225929	AC000036.1	-2.6	0.129780182275927	-1.3	0.231081339696429	-0.2	0.861832545010593
ENSG00000225931	AL139246.2			-0.3	0.825564192331851	-0.4	0.777106694237406
ENSG00000225934	AL592310.1	3.7	0.0180765316598547	3.2	0.0229237774003115	2.6	0.123776698102495
ENSG00000225936	AL731557.1			1.2	0.456013503834602		
ENSG00000225937	PCA3	2.9	0.105656234372264	5.0	2.2050197651501E-5	5.8	6.30615111738682E-6
ENSG00000225938	AL109741.1	-2.3	0.0315659180104809	-3.3	4.39535756582596E-4	-2.4	0.00427411352321044
ENSG00000225940	C5orf67	-3.3	0.0534286099927881	-1.8	0.145521799547469	-3.5	0.0258959464763636
ENSG00000225942	LINC01875			2.6	0.0898932366134559	2.1	0.230073264041552
ENSG00000225944	RIOK3P1					3.2	0.0766383509135694
ENSG00000225945	AL121574.1			2.2	0.0942318331409741	1.9	0.203669214198196
ENSG00000225948	LINC02648	2.4	0.203195514561924			1.8	0.343480077281064
ENSG00000225950	NTF4	-1.4	0.370402009965036	-1.5	0.0750399516085018	-0.3	0.728614428735395
ENSG00000225951	ODF2-AS1	2.1	0.175391365073619	1.7	0.274870511835472		
ENSG00000225953	SATB2-AS1			1.6	0.3101225183582	2.4	0.0950848651911462
ENSG00000225956	AL050320.1	1.3	0.449749882150376	0.6	0.706169247528374	1.1	0.441289805908792
ENSG00000225963	AC009950.1	2.7	0.0019597078629894	1.8	0.00585530500261116	1.6	0.0517355906635314
ENSG00000225964	NRIR	3.4	0.0138977526779205	2.1	0.0757409967838814	3.6	0.00282458895145709
ENSG00000225968	ELFN1			0.3	0.680314228720192	-0.5	0.623431775975805
ENSG00000225969	ABHD11-AS1	1.6	0.203614260272183	2.1	0.0209349608378791	1.6	0.123886525029301
ENSG00000225973	PIGBOS1	1.2	0.0699473492190507	2.3	6.33276689763398E-7	1.9	1.51406180452022E-4
ENSG00000225975	LINC01534	1.4	0.0456133043697685	1.1	0.0575610235802955	1.5	0.0341361513512938
ENSG00000225978	HAR1A	1.8	0.26910765294782			1.5	0.261269896065796
ENSG00000225980	OR7E19P					2.1	0.254674008360163
ENSG00000225981	AC102953.1	0.7	0.739829131106612	0.4	0.799432131505535	1.4	0.314982475649635
ENSG00000225982	AL355482.2	1.8	0.298544050186291	2.3	0.0849067463342082	3.8	0.0066831407198336
ENSG00000225986	UBXN10-AS1	-0.8	0.517424043980412	-1.0	0.261724397783013	-1.3	0.198450976794728
ENSG00000225988	LAMP5-AS1					1.9	0.225872559602503
ENSG00000225997	OR4A8					4.1	0.0113400134596482
ENSG00000226002	GTF2IP14	1.4	0.149983816775829	1.0	0.3679726356958	0.5	0.655999128877575
ENSG00000226004	LINC02528	2.2	0.184425500581548			2.4	0.120106571478053
ENSG00000226005	LINC02660	-2.2	0.153528815626533	-1.0	0.399594509874612	0.6	0.663243744524362
ENSG00000226009	KCNIP2-AS1			1.8	0.184774503561529	2.4	0.0896580775290587
ENSG00000226010	AL355852.1	4.4	0.00158085685306105	2.6	0.0726773531234819	2.7	0.0982714455827534
ENSG00000226012	AP001434.1	4.2	0.00888007030619652	3.0	0.0643816059168681	4.6	0.00325394107311383
ENSG00000226014	AL358176.2					3.5	0.0389953140840783
ENSG00000226015	CCT8P1	0.4	0.494479342504705	-0.1	0.856442771903558	0.4	0.382245984076988
ENSG00000226017	PRICKLE2-AS3	4.2	1.29366663802949E-4	3.2	0.00604042889445562	2.7	0.0304900089666578
ENSG00000226025	AC005515.1	4.2	0.0166201885168769	4.5	6.46243465286579E-4	6.3	1.19844480552805E-5
ENSG00000226026	AC092802.2	0.9	0.430521815013201	1.2	0.201376444585695	1.7	0.0635548065283019
ENSG00000226028	PFN1P12			2.9	0.0838767095976702	4.8	9.37113480687806E-4
ENSG00000226029	LINC01772	1.0	0.155113408677694	0.4	0.539910997811745	-0.1	0.920681293572044
ENSG00000226031	FGF13-AS1	0.8	0.478451756728233	-0.4	0.731853974125071	1.0	0.366365973500412
ENSG00000226038	PPIAP21			-0.4	0.827468578816311	1.3	0.392565206361009
ENSG00000226041	AC010745.1			2.9	0.0740979006399756	3.7	0.0268174839837766
ENSG00000226045	AC234644.1			1.6	0.274619250327145	3.0	0.0256831968118863
ENSG00000226048	YBX1P8	0.7	0.642613407554608	0.4	0.710557725657048	1.2	0.315330234511057
ENSG00000226049	TLK2P1	1.3	0.298065354238404	1.5	0.0799177193863648	2.2	0.0053780417874687
ENSG00000226051	ZNF503-AS1	0.6	0.758774698920994	2.1	0.0308498768798188	3.3	0.00212443520908882
ENSG00000226053	LINC01776			2.7	0.0995698382137565	3.7	0.0268919131058267
ENSG00000226054	MEMO1P1	0.1	0.91771451528523	-1.5	0.203220205620121	-1.8	0.152842431550505
ENSG00000226055	PAICSP1	0.7	0.558113178495826				
ENSG00000226056	MTND4P32	5.0	8.21595077870738E-4	2.9	0.0779962182965487		
ENSG00000226057	PHF2P2			5.1	7.18417698395255E-5	6.1	9.44046778542756E-6
ENSG00000226059	HMGB3P20					2.9	0.0976668422319887
ENSG00000226066	ZP3P2					2.6	0.175164467144525
ENSG00000226067	LINC00623	-0.3	0.876330273416919	-1.0	0.404890602827001	0.7	0.537364211135084
ENSG00000226068	HNRNPA3P4			3.2	0.0378299153628867	3.9	0.0273472935694141
ENSG00000226070	AL139275.1			3.1	0.0615035469976245	3.9	0.0278122386354319
ENSG00000226072	AC016772.1			2.2	0.172788481589553	2.8	0.110198542481326
ENSG00000226074	PRSS44P			1.7	0.318615633950004		
ENSG00000226075	PHKG1P1					3.6	0.0284049359403603
ENSG00000226078	AL356309.1			2.4	0.160996043137203	2.8	0.126236794708939
ENSG00000226080	AC062028.2			5.3	1.29909451079801E-4	3.3	0.0623218812689263
ENSG00000226083	SLC39A12-AS1			2.8	0.0808411211165958	5.4	3.33010177931097E-4
ENSG00000226084	AC113935.1	-4.7	1.98221342856121E-10	-3.0	2.96913234415911E-6	-3.4	1.35642112435968E-5
ENSG00000226085	UQCRFS1P1			1.2	0.444258593618776		
ENSG00000226086	EIF3LP3					0.7	0.684212510170035
ENSG00000226087	AC073283.2			0.2	0.893311620364234	0.8	0.620951689889602
ENSG00000226088	HHLA3-AS1			1.8	0.252178349145179	1.9	0.311832791579889
ENSG00000226089	AL122017.1	1.6	0.379837375946022	0.7	0.657564755389206		
ENSG00000226091	LINC00937			0.3	0.778100363797186	1.3	0.229851517119045
ENSG00000226097	AC099342.1					2.4	0.216726043636156
ENSG00000226098	SEC11B	0.2	0.866482725820699	0.4	0.610110096975472	0.9	0.207185431014612
ENSG00000226101	LINC02097	1.5	0.291538501234899	0.7	0.540710176195368	1.9	0.0765318897934463
ENSG00000226107	AC004383.1			-0.4	0.80730293302515	0.4	0.819342692124511
ENSG00000226121	AC009487.2	1.4	0.110660032598749	0.4	0.503878575512136	0.9	0.0711382635825448
ENSG00000226122	DDC-AS1			2.7	0.0644816119199935	3.6	0.014296496569161
ENSG00000226124	FTCDNL1	0.7	0.454874110728094	2.0	6.16718174607047E-4	1.2	0.0622616550239354
ENSG00000226125	LINC01907			0.8	0.484887231319222	1.8	0.186948354713165
ENSG00000226128	RPL26P9	3.5	0.0227760586371053	1.8	0.292088936613794		
ENSG00000226133	LINC02794	0.4	0.867352762898188	1.7	0.14159146660958	2.1	0.109508350946925
ENSG00000226137	BAIAP2-DT	-0.5	0.327421914293555	1.6	0.00210640185586315	0.4	0.487353854540547
ENSG00000226138	AC004801.1	0.1	0.970617846592464	1.5	0.0319407223421105	2.2	0.00345865239628358
ENSG00000226140	LINC02654					2.7	0.166218327334397
ENSG00000226145	KRT16P6	-2.7	0.122134955636912	0.5	0.569547033916225	3.8	1.70320793590453E-5
ENSG00000226148	SLC25A39P1	3.4	0.006535301928926	2.3	0.0528959544067171	2.4	0.0892960046449434
ENSG00000226149	AL356124.1	4.2	5.38126238289817E-5	3.2	0.00387457516253099	4.1	4.4762891164922E-5
ENSG00000226159	LINC01375	4.8	0.00230724562371819	3.6	0.0135564706871949	4.1	0.00817911928897812
ENSG00000226161	EIF4A1P5					3.0	0.109159634958749
ENSG00000226164	FGFR3P6			3.1	0.0428575745130204	3.4	0.0460773741883311
ENSG00000226167	AP4B1-AS1	2.3	0.0315149426259991	1.3	0.141301277295043	1.6	0.158903796146588
ENSG00000226169	AL121885.1			2.6	0.112101930510118	3.3	0.0685434451036238
ENSG00000226174	TEX22	-0.4	0.789425999473743	0.6	0.456715251490496	1.2	0.207393874250846
ENSG00000226179	LINC00685	-2.0	0.135175546269571	-1.8	0.0622421765775361	-1.1	0.241185704205437
ENSG00000226180	AC010536.1	0.3	0.774404458299978	0.1	0.929686904438016	0.7	0.405078122716429
ENSG00000226183	RANP7					3.9	0.0157842675150845
ENSG00000226185	TRIM64FP					3.6	0.037940030256735
ENSG00000226186	ELOCP21	1.9	0.250833597292254	1.9	0.151942515339452	2.3	0.0921776611619393
ENSG00000226188	HNRNPA1P3					2.9	0.0974396305925606
ENSG00000226191	CLK3P2			-0.3	0.850423962409251	0.9	0.504671098882666
ENSG00000226193	AL049548.1					3.1	0.0740922664791244
ENSG00000226194	LINC02519	1.3	0.347588919747146	0.8	0.389594009521604	2.1	0.0567672186728336
ENSG00000226196	GAPDHP75					3.3	0.0635585391848435
ENSG00000226197	AL583785.1	-1.3	0.251395060873855	-1.1	0.166241186811194	-0.1	0.966519894278373
ENSG00000226199	AC112492.2			3.2	0.0464320161564242	3.9	0.0248611205041188
ENSG00000226200	SGMS1-AS1	1.0	0.137390212859075	1.2	0.0104819036515699	0.5	0.350449107789035
ENSG00000226203	LINC01733			2.7	0.0991324766424618	3.5	0.0530768560519531
ENSG00000226205	AC007790.1	5.1	8.13073016318998E-5	3.9	0.00263774189886573	3.7	0.0137371797416367
ENSG00000226206	BX470209.1					3.9	0.0132450510020064
ENSG00000226208	AL513285.1					3.7	0.0217487486246141
ENSG00000226210	WASH8P	-1.2	0.146576613753119	-0.6	0.377796816713467	-1.3	0.0629812539571686
ENSG00000226213	UBQLN4P2					3.8	0.0164780307685101
ENSG00000226216	RPS12P5			3.3	0.0302390581585444		
ENSG00000226217	RPL19P1			2.7	0.0785749428826956	2.6	0.176450998014063
ENSG00000226220	CICP22					2.9	0.0982482470575431
ENSG00000226221	RPL26P19	-1.1	0.110701137214313	-0.8	0.0968176706642052	-1.0	0.0721650869177169
ENSG00000226222	H2BP7					2.8	0.126787756672947
ENSG00000226229	RPLP0P1					2.4	0.145766461782237
ENSG00000226232	NPIPB14P			0.9	0.62938886229849		
ENSG00000226234	KRT18P24					3.2	0.0766383509135694
ENSG00000226235	LEMD1-AS1			4.0	0.00143355514276853	4.9	2.98508193712557E-4
ENSG00000226237	GAS1RR	-0.8	0.327475082650729	-0.5	0.472757782447886	0.2	0.743250598077759
ENSG00000226239	AL031658.1			3.4	0.0233608510578306	3.7	0.0217487486246141
ENSG00000226240	LINC00381					4.1	0.0129029662419596
ENSG00000226243	RPL37AP1	-0.4	0.790469337901242	-0.2	0.886713038701488	-0.4	0.815178653063696
ENSG00000226245	ZNF32-AS1	2.3	0.153914456014117	2.4	0.0642327097001925		
ENSG00000226246	KRT18P36					3.3	0.0527111410113807
ENSG00000226247	SUPT4H1P1	1.2	0.538612832738172	0.4	0.840276628016466	1.1	0.499633831826145
ENSG00000226249	AL365271.1			2.9	0.0613849827486941	4.1	0.00763185944813385
ENSG00000226251	LINC02608			1.0	0.556607125069423	2.5	0.0847428087066679
ENSG00000226252	AL135960.1	-1.5	0.135597788336547	-0.9	0.237821505713488	-0.6	0.445481223553228
ENSG00000226253	MRPL35P3	2.8	0.10341209720959	1.5	0.393169062639232	2.8	0.0814247877650557
ENSG00000226254	PTP4A1P3	3.5	0.046659345801937				
ENSG00000226255	UBE2V2P1			3.3	0.0242555022980141		
ENSG00000226258	GRM7-AS3			4.2	0.00496859888579731	4.3	0.0110929337989325
ENSG00000226259	GTF2H2B	0.3	0.849415745108454	-0.2	0.868548030379227	-1.4	0.383610308242008
ENSG00000226261	AC064836.1	-0.7	0.715322880089106			0.1	0.967314789418626
ENSG00000226263	ISM1-AS1	0.8	0.609280844322341	0.8	0.515982683487881	0.5	0.730400115372587
ENSG00000226266	AC009961.1	1.9	0.0312582962854936	2.1	0.0031839837160796	1.6	0.0643026931160433
ENSG00000226272	ARHGAP26-AS1	3.1	0.00847910914585608	1.9	0.129746935999287	3.0	0.0227547019518797
ENSG00000226273	AC079305.3			2.6	0.0929757135407292	2.6	0.136210780812452
ENSG00000226276	AC093382.1	-1.2	0.284229529858864	-2.3	0.00523984810064204	-2.2	0.0429518936204403
ENSG00000226278	PSPHP1	-0.6	0.811348868484952	-3.4	0.0662931864263564	-1.4	0.335442346805673
ENSG00000226279	RPL12P10	-3.2	0.0168646348465964	-2.7	0.00582478231739344	-1.4	0.163920004976837
ENSG00000226280	AL049641.1					2.8	0.124722429224051
ENSG00000226281	AL031123.1	1.5	0.394609435852495	1.4	0.28317634818327	2.7	0.0416852283069472
ENSG00000226284	ARPC3P1	2.1	0.0921534198948267	0.1	0.915377743936772	0.8	0.481392383619579
ENSG00000226285	NUP35P2					3.2	0.0614658787966249
ENSG00000226287	TMEM191A	-1.1	0.491781969316593	0.1	0.888055015319943		
ENSG00000226288	OR52I2	4.6	0.00740039532281503	4.1	0.00260290289566783	2.9	0.142318706990624
ENSG00000226289	CDCA4P3					3.8	0.0216087556266418
ENSG00000226292	AL606495.1					3.2	0.0678689551759878
ENSG00000226298	RAD23BP3			2.8	0.0785819899130804	3.4	0.0633209229207825
ENSG00000226301	PDCL3P1			2.7	0.108082218496741	3.4	0.0614658787966249
ENSG00000226302	AC122683.1			2.2	0.172698620659287	3.3	0.0305930168093812
ENSG00000226306	NPY6R	1.0	0.424806269541988	1.4	0.145920677298927	1.2	0.207393874250846
ENSG00000226308	AL122058.1			1.9	0.151758940547849	3.0	0.0273805526707952
ENSG00000226309	SMARCE1P2			2.2	0.155568637076253	3.1	0.0578070396108753
ENSG00000226310	AL022157.1	0.3	0.830228886631805	-0.3	0.803706547073734	-1.6	0.185798138026297
ENSG00000226312	CFLAR-AS1	2.5	6.6988922087198E-4	1.1	0.068579364533412	1.0	0.142321506041462
ENSG00000226313	MTCYBP12					2.9	0.0982482470575431
ENSG00000226314	ZNF192P1	1.4	0.105386753560306	1.5	0.0262006834407371	1.5	0.0850747716978293
ENSG00000226318	RPS3AP38	2.3	0.0221435037649424	1.0	0.23760108863109	1.0	0.304961448965091
ENSG00000226320	LINC01811			2.7	0.0684800795482797	3.5	0.0176700528606685
ENSG00000226321	CROCC2	2.7	0.0991621639544863	2.3	0.0253914586227251	3.4	9.86354577445614E-4
ENSG00000226328	NUP50-DT	1.4	0.023136638362374	0.9	0.0628220579944232	1.1	0.0641186062954095
ENSG00000226329	AC005682.1	-4.3	6.74951931269242E-13	-4.4	3.93226223437714E-20	-3.1	4.78644154501702E-12
ENSG00000226330	AL606489.1	1.6	0.206093907320012	1.6	0.0842260664494053	-0.3	0.875579527369248
ENSG00000226332	AL354836.1	-1.1	0.248191400552604	-1.7	0.0213216243521113	-1.3	0.0920114439380161
ENSG00000226334	AL359182.1	1.6	0.274255195403364	1.0	0.436760009736124	1.6	0.166550858321283
ENSG00000226337	TMEM252-DT					4.1	0.0152996789445382
ENSG00000226339	RPS26P56			2.9	0.0665690380375498		
ENSG00000226341	MTCYBP39					3.3	0.0590937099771513
ENSG00000226342	NMD3P1	2.3	0.210798558453555	1.2	0.447725068911915	2.4	0.0953029927921223
ENSG00000226345	AC083822.1			0.6	0.691651112232067	0.9	0.602686482539081
ENSG00000226348	VN2R10P					2.9	0.107429430581367
ENSG00000226349	AC099066.1			1.5	0.302320887741515	2.5	0.0955127181876953
ENSG00000226352	PSPC1-AS2	2.7	0.00450380288844737	1.6	0.0944256487019221	1.5	0.139866049760043
ENSG00000226358	KRT8P38					3.8	0.0193868492752526
ENSG00000226359	ACTG1P24			3.2	0.0395884347997102		
ENSG00000226360	RPL10AP6	1.7	0.00798600351765377	1.8	3.14496817288627E-4	1.0	0.139866049760043
ENSG00000226363	HAGLROS	0.5	0.782863500422559	0.6	0.702049123404762	1.6	0.239746721484844
ENSG00000226367	ST7-AS2	4.6	2.81218762120203E-6	3.3	7.28518275098096E-4	3.3	0.00386709278432975
ENSG00000226372	DCAF8L1			4.0	0.00447720530215299	5.1	0.00147714452355165
ENSG00000226374	LINC01345			3.4	0.0248975951607277	4.4	0.0100985310227654
ENSG00000226375	AL022310.1			2.6	0.104143108209561	3.6	0.0379748735012904
ENSG00000226377	AC084809.1	0.1	0.966345057181727	-0.5	0.715191433264504	-0.1	0.951019993789561
ENSG00000226380	AC016831.1	1.2	0.0989781300315457	-0.2	0.7136602557408	-0.3	0.604650034664172
ENSG00000226383	LINC01876	2.9	1.272634585114E-4	0.8	0.452520147234377	0.1	0.956139524140946
ENSG00000226386	PARD3-AS1	-2.0	0.287731152411081	-0.7	0.54229874582917	-0.8	0.599386023955113
ENSG00000226387	SORCS3-AS1			3.3	0.0242160068496306	4.1	0.00868080138080755
ENSG00000226388	ELL2P4					3.2	0.0706082263839711
